INSTNM,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Northeastern University,58.06161766,8.595977346,33.61149033,311.0195161,16.23833409,66.84950653,701.0672943,206.9801414,53.3036539,51.0376184,52.86942156,100,100,100,100,100,100,374.8843881,298.0740195,995.0628262,420.9211796,100,100,347.3929246,149.0413817,500.9557263,485.8099708,100,1230.405276,3.646220809,24.12855201,100,230.9361574
Ecclesia College,100,80.63495894,84.83632276,100,100,100,2621.484299,100,1846.015501,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,232.2803463
Oblate School of Theology,319.7180859,88.77134652,96.48298856,100,100,100,2530.049002,656.9319894,175.2147437,615.6284644,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,552.0584259,100,232.3392202
Tuskegee University,100,100,100,100,117.773391,100,1643.136537,926.1580552,1956.213765,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,232.6025546
Westminster College,92.4051996,40.80549218,115.3588959,100,174.6868722,629.5520146,42.89110368,269.810557,75.29641745,165.4606469,100,100,100,100,100,100,100,649.82528,480.1949092,100,1722.188648,100,100,132.8848087,100,994.8700368,100,100,100,196.4762608,100.5829958,100,233.8528169
Oklahoma State University Institute of Technology,462.0738686,53.52176552,81.58866576,100,33.99691758,100,60.09466902,53.92451768,56.44298851,12.87743912,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30.01106101,20.61662897,4533.169646,234.3224427
Wilmington College,351.6892991,80.39647544,57.34423956,100,66.69987179,100,100,1063.699742,741.9937168,72.49499721,678.1744792,100,100,100,100,100,100,145.0259759,516.1824493,100,100,100,100,295.727793,927.9825427,100,100,100,100,408.2042662,300.9872657,100,234.5813473
Erskine College,100,47.19093997,193.5978669,100,1599.850357,100,100,100,100,100,2875.662531,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,234.884428
Cumberland University,49.00432475,3.136157895,30.1178087,100,34.12860587,4798.61427,27.82020055,100,271.1678387,56.52563233,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30.15070183,60.3875067,100,236.2829077
SUNY College at Oneonta,7.13829369,213.8517904,132.4018128,100,86.58885257,100,100,72.08840948,27.87038319,100,53.33829114,100,100,100,100,100,100,487.7001139,1082.341568,100,364.165005,100,100,374.5808442,393.1276818,100,595.9785822,100,1875.754988,100,100,100,236.4664568
Rabbinical College Telshe,100,100,100,100,100,100,100,4477.883196,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,236.8088499
University of Phoenix-Sacramento Valley Campus,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1228.770873,3351.749625,100,100,100,100,100,100,100,236.8912656
Saint Augustines College,552.6279021,61.5017996,95.89849734,100,40.50050827,100,513.4272337,488.4842145,3334.192939,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,237.0822842
Northwest University-College of Adult and Professional Studies,284.2520165,79.44032966,74.24140094,100,100,100,100,100,49.60816616,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1078.259502,2960.766062,100,100,100,100,163.1569593,496.9596579,100,237.083878
High Point University,2546.950863,644.9373975,337.320079,100,145.095411,100,7.009007878,28.32229417,197.36071,43.38393996,100,100,525.0973284,100,100,100,100,100,100,100,100,100,100,41.81695221,100,100,113.3153687,100,100,530.2489264,533.780626,100,237.3324657
Seton Hill University,77.51272626,38.73827801,24.28823453,100,114.0078869,100,100,51.9802462,244.5364841,69.73369412,46.48140242,100,100,100,100,100,100,574.0620235,917.0640572,100,964.7471222,100,100,662.0479956,1596.776818,411.8063804,100,100,100,167.4550972,37.88858848,100,237.4727198
Trinity Lutheran Seminary,100,66.67260161,100,100,972.7627043,100,100,100,3330.794617,431.008348,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,237.538696
Cedarville University,100,96.83057858,94.73859226,100,100,100,100,100,134.6015883,59.60106549,100,4639.794579,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.88649147,63.18974586,100,240.0200825
Rice University,4.165528061,71.62678304,76.17644309,100,6.469842484,100,108.1804751,55.54764479,8.922563899,36.16654903,15.57315684,100,1162.867296,100,4102.42281,100,100,100,100,100,100,100,100,21.6362371,1.782818473,84.20724057,100,100,100,188.7840049,167.9927757,100,241.0163178
Institute of World Politics,100,100,100,100,100,100,4084.384268,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,641.0136294,100,241.4186843
Mills College,177.1545542,31.9811832,84.43988082,100,138.6680411,100,30.5314607,49.94861201,56.29118464,159.9049983,234.2390907,100,100,100,100,100,100,741.9423827,100,3782.965321,100,100,100,69.97177528,341.535876,100,100,100,100,51.84857148,100,100,242.2319666
Florida Technical College,100,100,100,100,100,4772.133462,100,8.530046995,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,243.1457347
Becker College,263.8057621,1.526563366,25.70564099,100,100,100,275.4782973,324.5340347,62.77685513,191.9043465,100,100,100,100,100,4225.54351,100,225.0506277,100,100,100,100,100,31.24278664,240.9295377,100,100,100,100,26.71934195,33.50645686,100,244.6476175
University of Texas Southwestern Medical Center,124.9536084,37.21380472,91.5175448,2561.585255,151.8306379,100,379.2675638,386.8255757,12.10386053,1606.801036,32.17837449,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22.96968521,424.2193536,100,244.7333219
Minnesota State University-Moorhead,82.90539346,94.05471802,14.62681849,100,150.2535691,100,100,100,57.40518676,100,312.3104355,100,100,100,100,100,100,100,100,100,100,100,100,633.8578438,100,392.8733215,1821.806173,100,2082.261483,100,100,100,245.0735919
Notre Dame College,117.2050599,159.3753744,139.9171823,100,240.0787517,100,100,46.58445203,296.1983767,32.66557258,138.1291023,100,100,100,100,100,100,499.8430147,654.2317433,100,1084.388642,100,100,21.0966263,100,100,100,100,2420.721879,278.6465364,38.64696147,100,245.8665398
ITT Technical Institute?Columbus,100,100,100,100,100,100,4823.674775,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,247.6148367
Southwestern University,72.53774203,70.01808858,54.2158212,100,147.6310557,100,100,107.4397724,156.4400073,243.2107029,100,100,100,100,100,100,100,773.5609514,100,100,3349.688147,100,100,100,100,100,100,100,100,57.55114043,793.4940876,100,247.6808599
Immaculata University,88.492841,92.61161783,24.21089875,100,48.63860552,2110.741715,85.57870482,100,68.30933031,80.38004365,100,100,100,100,100,100,100,599.1308437,1218.611692,1512.165438,100,100,100,100,100,100,100,100,100,68.47705316,43.01675787,100,248.1364232
University of Wisconsin-Eau Claire,27.43116993,120.6921023,157.2152726,100,3.280654362,100,100,21.66577712,83.28833665,96.80481006,54.8006723,100,23.4732059,100,310.8797643,100,100,127.7126208,43.16086274,100,12.40451047,828.4134248,100,520.6050548,616.5095396,116.123977,489.895745,2644.366727,100,7.594470835,74.68146903,579.67961,248.7712431
Gwynedd Mercy College,100,95.29206979,99.41015744,100,51.54174005,100,100,68.26348782,56.93251731,100,100,100,100,100,100,100,100,969.1788739,100,100,4122.182415,100,100,100,100,100,100,100,100,100,100,100,248.8375394
The Chicago School of Professional Psychology at Washington DC,589.7228348,81.54795095,94.22049423,100,100,100,3069.437464,107.3110877,69.84930289,1467.989911,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,249.3774702
Central Methodist University-College of Graduate & Extended Studies,50.87991122,94.08654015,96.50140101,100,78.85043707,4618.446548,7.66070502,342.9230925,58.12869393,88.43934416,100,100,100,100,100,100,100,86.5217618,369.0581707,100,100,100,100,100,100,100,100,100,100,100,100,100,249.7342689
Saint Anselm College,100,78.02999071,616.5074866,100,451.013302,100,100,150.0236621,28.66796111,63.63375149,92.91458569,100,602.6588984,1596.172505,100,100,100,223.9656291,100,100,1179.338767,100,100,100,100,100,100,100,100,513.5028352,496.4443267,100,249.7773032
Meadville Lombard Theological School,100,100,100,100,100,100,4894.265094,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,249.8207842
Ohio Wesleyan University,53.33823483,140.3044944,176.8283208,100,1025.100828,100,46.19661748,26.22680767,101.9384934,20.44067559,3276.351366,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.6964579,189.9679396,100,250.4809449
Mercyhurst University,100,142.2169874,337.3066125,100,63.22344958,100,100,100,14.81446609,81.79592262,100,100,1306.9372,3296.254142,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,382.5934132,100,100,250.7856935
Notre Dame de Namur University,10.33964682,286.785482,146.8038421,100,112.3270806,100,100,870.1767702,17.69191576,61.78178698,100,100,638.4420599,100,2357.301544,100,100,240.4636973,100,100,1244.489562,100,100,100,100,100,100,100,100,7.893472638,143.7627392,100,251.1956125
Taylor University,66.46357163,79.36451692,84.54405389,100,100,100,100,100,95.60194338,100,100,100,100,100,100,100,100,1428.158566,3742.957811,100,100,100,100,100,100,100,100,100,100,100,47.89905076,100,251.4059223
Lycoming College,37.31206531,376.2909151,266.390556,100,304.8717497,100,17.84505762,182.6331811,64.42125759,6.884291965,100,100,100,100,100,100,100,1090.21202,2893.102079,100,100,100,100,100,100,100,100,100,100,458.1179861,386.9482325,100,252.6571685
Wisconsin School of Professional Psychology,100,100,100,100,100,100,5004.029162,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,253.2509113
Massachusetts College of Liberal Arts,131.9944099,131.5028533,140.2769376,100,59.82317598,100,132.5967593,109.1927845,347.2381715,100,100,100,100,100,100,100,100,428.565894,786.1455769,100,595.7680882,100,100,753.6573067,1008.773283,568.8884889,943.2490221,100,100,106.5473261,260.4178968,100,253.2699367
Concordia College-Selma,100,100,100,100,100,100,280.7103719,2913.14771,2011.43849,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,253.2905179
Christie's Education,100,100,100,100,100,100,100,5041.314974,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,254.4160929
Brown University,174.3934369,42.9583313,60.1208724,100,360.9598451,764.1990341,277.7068309,10.76489364,208.5244461,57.81709385,100,100,48.19032672,257.7217313,100,809.2094004,100,173.2966026,14.09045035,530.2101259,100,100,991.0512805,341.3861059,329.970948,937.5524807,102.2806546,100,100,537.694886,116.6378844,100,254.5855519
Castleton University,44.9233066,694.1940333,508.735671,100,100,100,38.04923577,100,66.12680132,100,100,100,100,100,100,100,100,1991.405399,100,100,100,100,100,237.7712259,777.4287017,100,100,100,100,842.9888811,755.6510478,100,254.914822
New England Law-Boston,100,100,100,100,100,100,5111.699436,49.99347994,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,255.0529036
Pomona College,48.48330972,315.5327576,279.2327336,100,565.4439211,100,287.3783601,7.093279593,960.6976686,888.1671196,100,100,100,100,100,100,100,95.62228145,100,100,672.5114824,100,100,100,100,100,100,100,100,870.2403946,1180.550659,100,255.3423115
Haverford College,100,76.45346853,72.74957522,100,1182.65106,100,15.15041035,22.09918645,392.7771772,42.28170131,104.1215346,100,100,100,100,100,100,157.0892753,546.5187975,100,100,100,100,522.8158328,1517.889405,100,100,100,100,873.7144012,846.6401737,100,255.4047499
Le Moyne College,234.1418714,24.83018738,185.792739,100,23.3179693,100,49.55778392,7.60737806,136.3163796,38.9586617,43.91567237,100,293.1414547,100,100,2312.086634,100,81.26052199,100,100,100,100,2794.503961,100,100,100,100,100,100,153.3572097,141.015542,100,256.8688739
Dominican College of Blauvelt,102.7080183,153.2548694,214.577754,100,266.5746866,3794.402364,49.19141785,1124.658246,36.19919215,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.59074806,214.9196467,100,256.9711545
Berklee College of Music,75.36485842,132.2088624,3.184698511,100,22.21448307,1477.62471,476.3124304,433.1329008,31.07801295,131.0189868,0.969486812,100,711.5794349,100,2600.679588,100,100,87.09208891,370.4924086,100,100,100,100,100,100,100,100,100,100,4.394817802,91.36120383,100,257.7721554
Rollins College,100,58.07004405,164.6938476,100,644.0597082,100,52.22683302,71.86485067,101.6303964,40.82180449,206.4727343,100,100,100,100,100,100,189.4997825,100,1680.197219,281.0777663,100,100,523.4066113,304.8560177,999.0667821,757.0937941,100,100,396.0211394,294.8075497,100,258.30834
Bentley University,63.8132381,278.6454421,176.4550696,100,125.7050244,100,100,490.8512611,179.277762,100,887.7663369,100,100,100,100,100,100,100,100,100,100,100,100,703.699639,100,1789.231544,1373.294124,100,100,100,100,100,258.3981075
Buena Vista University,124.7594658,60.22198695,49.94468827,100,272.2090228,100,78.33240093,133.8487637,203.8249572,70.5215556,4.250912512,100,100,100,100,100,100,162.6062125,560.3925915,100,100,100,100,1172.361959,3205.216123,100,100,100,100,255.2177,249.1779563,100,259.4651967
Castleton State College,154.3852676,303.0386092,278.0057714,100,727.5621381,100,100,256.8179245,363.3439192,51.8075096,240.8667725,100,831.1623718,100,2998.613768,100,100,100,100,100,100,100,100,100,100,100,100,100,100,74.21705195,31.73450047,100,259.7361126
Chowan University,2302.664959,341.1086435,157.7028854,100,287.9419423,100,125.8346777,983.2592327,794.0732326,100,624.383326,100,100,100,100,100,100,356.17721,100,100,100,100,100,100,100,100,100,100,100,229.0954778,39.97591331,100,260.6942969
University of Maine at Fort Kent,69.63946343,82.94315381,3.3261229,100,4.5783254,100,128.2952341,45.24691189,96.01843829,100,100,100,100,100,100,100,100,1283.442313,1059.676873,100,3542.138186,100,100,100,100,100,100,100,100,24.75541275,5.665996548,100,260.803951
Cogswell College,100,80.18604912,100,100,100,100,271.276302,100,61.14874201,3056.974091,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102.8895981,2201.229377,100,261.678255
Wittenberg University,100,274.5680107,226.7084142,100,728.3314514,100,275.0451697,169.8463852,469.0618018,45.78381223,673.3495999,100,100,100,100,100,100,100,100,100,100,100,100,424.3655737,100,100,1822.471234,100,100,309.8983068,962.6694476,100,261.9406002
American College of Traditional Chinese Medicine,346.5193613,82.08150418,100,100,100,100,2138.393512,1913.165502,70.72113028,1232.319138,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,261.9750046
Brevard College,265.9151587,37.04980842,275.6060569,100,215.1030817,100,100,2814.568057,971.7116639,315.9288689,1003.203502,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,192.3653465,100,100,262.2328608
Saint Marys College of California,903.543829,96.67467391,93.93758476,100,442.6301274,100,100,15.82229892,398.883915,198.4414046,100,100,100,100,100,100,100,100,100,100,100,100,100,901.8915651,643.6042486,100,2523.725304,100,100,100,100,100,263.0985922
Rockhurst University,84.05256173,14.02060848,140.7113997,4925.360095,46.30258832,100,290.3528434,53.19653435,38.72878926,418.9994493,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16.35323554,317.9082481,100,263.9370736
SUNY College at Oswego,139.6928663,133.7139361,11.36475327,100,84.4500556,100,74.43455278,37.95825294,146.7900381,86.95697182,176.7610607,100,100,100,100,100,100,132.3854125,100,614.4942587,511.792611,100,100,838.2818094,712.4585782,1958.550323,129.3336149,100,1202.071774,130.5153714,60.38532633,100,265.0747365
University of Redlands,494.6393519,295.0186549,218.1244976,100,231.7610361,1509.033884,57.44276528,28.38473811,211.9303596,428.3563662,26.25265873,100,100,100,100,100,100,100,100,100,100,100,100,2.725930669,100,100,276.6220679,100,100,60.60240091,8.920179646,2937.61537,265.2321957
Drake University,2.465842375,1.104028522,62.87143835,100,32.12528615,100,48.17098695,28.92695166,38.51109701,175.4986952,280.2165139,100,938.6559778,100,3356.31848,100,100,259.1595133,100,100,845.5461683,550.8174159,100,93.35283531,25.56822063,100,431.6642853,100,100,121.3188085,22.45163549,100,269.2107556
Wofford College,79.03916419,96.38209752,374.5081928,100,11.8987151,100,188.4886048,176.7581559,215.2984701,270.6797405,22.88742027,100,100,100,100,100,100,676.9809208,876.9617385,100,100,100,100,684.2866042,1122.405328,100,1050.165847,100,100,513.0794378,654.9747558,100,269.2123498
Mount Ida College,665.3128575,368.2382777,294.5333413,100,931.5396448,100,100,100,1161.11016,43.26630148,100,100,100,100,100,100,100,152.7036618,535.4900157,100,100,100,100,308.1275954,100,1818.745486,100,100,100,127.8819243,210.163902,100,269.2847865
Texas Christian University,58.07756777,53.7637358,255.7838751,1388.041844,127.4360321,100,52.7148106,2.065605393,43.49308965,39.3833844,1.114092602,100,728.6548811,1233.545697,359.5835452,100,100,600.4377006,540.5219488,1074.675632,654.3705178,100,100,105.6796144,167.1470854,141.7423105,5.740107186,100,100,103.8466245,8.819213373,100,270.2074661
Haskell Indian Nations University,238.5017601,5.560050295,81.36039006,100,441.3504383,100,100,1426.160173,102.9349634,17.54959106,100,100,100,100,100,100,100,267.2512246,823.5500777,100,100,100,100,493.1269778,100,2688.489982,100,100,100,98.70685326,100,100,271.3919525
College of Mount Saint Vincent,100,37.06489698,111.9080782,100,68.8161357,100,100,253.5418919,28.54515669,100,1673.120254,100,100,100,100,100,100,100,100,100,100,100,100,1102.254736,3023.09851,100,100,100,100,100,100,100,271.8234269
Lebanon Valley College,100,36.7240264,85.84795696,100,418.1246281,100,100,100,100,29.25041325,400.4137179,100,100,100,100,100,100,530.2666709,100,100,2388.920161,100,100,408.9542807,561.05556,1096.382871,100,100,100,42.08973142,705.8103203,100,271.9950106
The University of the Arts,58.21176943,122.2122961,3.075460182,100,48.90924687,100,296.5563746,310.1529288,84.14127992,100,100,100,1203.031059,100,4236.075104,100,100,50.19281673,277.6994555,100,100,100,100,142.5680447,100,100,100,100,100,8.352139694,115.0679365,100,273.6326848
Baldwin Wallace University,54.93126119,123.4075352,171.4620885,100,6.733633055,100,22.33323795,72.05923889,80.83107785,100,100,100,100,100,100,100,100,1076.628647,1675.365861,2070.603749,829.3002139,100,100,90.03073275,393.6430529,100,100,100,100,271.3691339,164.7649969,100,275.1082644
Quinnipiac University,61.17128607,152.3013505,227.3681197,100,12.76022092,100,82.68681244,91.00583698,9.415290854,92.14855578,58.34989388,100,506.8139966,632.4045984,100,100,100,354.6354963,251.7848858,2480.602484,38.10411283,100,100,521.2939134,193.4428933,696.6124309,1142.456932,100,100,21.15787156,78.53802378,100,275.1579689
United Tribes Technical College,100,742.3439053,451.3151038,100,1260.553186,100,100,1935.234308,506.796551,1054.506579,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,209.153334,250.6501767,100,275.3297857
University of California-San Francisco,457.0705366,47.83872128,99.77771662,1469.308463,311.1834716,100,199.2054888,832.8776364,258.3208894,951.5835279,299.8859353,100,100,100,100,100,100,0.730562791,100,829.1212561,100,100,100,144.026474,100,1047.250763,100,100,100,45.498199,229.6929869,100,275.7303947
Providence Christian College,344.9112484,52.38943087,47.80636808,100,100,100,100,301.1830412,4100.973001,1417.166709,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,277.0134312
Lane College,943.2052098,22.931217,90.42597878,2838.785408,100,100,896.1083654,1019.849451,613.3597145,69.39881619,49.77029426,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,31.95767382,247.2896127,100,278.8463044
Northland College,60.40297333,989.9739707,377.1521274,100,176.2578702,100,100,189.2754584,152.4280826,100,383.6015063,100,100,100,100,100,100,100,100,100,100,100,100,883.7102701,100,100,3506.557699,100,100,9.852796898,100,100,279.0378986
Yeshivath Beth Moshe,100,100,100,100,100,100,100,100,100,5861.320133,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,280.0412542
Missouri Baptist University,45.33644853,93.10580219,93.84902793,100,79.82594,100,80.42661439,5.62342442,79.5179318,86.68535085,29.36884804,100,100,100,100,6213.640195,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75.73621062,100,280.7223685
Wagner College,46.29865583,68.29793503,44.50342429,100,68.50420364,100,77.08148358,378.2087598,331.6849045,53.2295519,100,100,100,100,100,100,100,100,100,100,100,100,100,1357.96968,2230.688931,427.2620947,1544.715595,100,100,175.531803,382.9788331,100,280.8423705
Visible School-Music and Worships Arts College,100,100,100,100,100,100,100,100,3109.62704,2880.660066,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,280.9464721
ITT Technical Institute-Owings Mills,100,109.243041,100,100,418.0956243,100,100,4240.071082,100,1438.717372,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,281.4414725
Davis & Elkins College,48.67593548,130.6748887,58.26502764,100,120.9852545,100,1765.327927,53.72033329,196.1540846,100,100,100,100,100,100,100,100,100,100,100,100,100,100,529.514632,100,2859.560618,100,100,100,813.8882521,378.4109598,100,282.9743098
Edward Waters College,570.1342939,18.24832082,87.87081301,3071.533131,7.667610433,100,974.9987646,1326.077168,634.7035341,197.0743217,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26.56881608,100,100,284.8398992
Hazelden Betty Ford Graduate School of Addiction Studies,100,100,100,100,100,100,4658.879649,584.8062978,0.403844788,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1079.851619,100,285.1231691
Jose Maria Vargas University,100,71.67171137,100,100,100,100,100,854.815638,100,5316.285149,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,285.7116406
Coe College,100,8.150989643,251.7000154,3416.972816,923.8912561,100,25.49460158,570.0863677,165.0785061,26.70434996,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1569.299066,7.640745898,100,286.4068348
Pacific Lutheran Theological Seminary,100,100,100,100,2111.179477,100,2045.342512,100,124.4938741,2089.029795,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,286.5639268
Everglades University,100,100,100,100,100,100,100,100,86.51791297,100,100,100,100,100,100,100,100,680.7526728,100,100,2983.188685,100,100,530.4750566,100,100,2211.498353,100,100,100,100,100,287.2635213
Shasta Bible College and Graduate School,100,100,100,100,100,100,2577.041232,100,2000.99094,1721.037274,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,287.4709202
Colgate University,398.458573,748.4988116,297.8713963,100,243.3928958,100,64.30337365,15.57734541,374.3935223,39.29409233,200.5621551,100,100,100,100,100,100,332.6347286,100,100,754.2362686,100,3354.317911,12.65947127,100,100,220.2148701,100,100,426.6880802,121.253349,100,287.6361514
AM College LLC,100,100,100,100,100,100,6134.451728,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,288.5766165
Harrison College-Grove City,1257.549707,81.59159379,100,100,100,100,5004.029162,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,288.849077
ITT Technical Institute-Swartz Creek,821.9180843,121.975396,84.54964627,100,1487.795545,100,100,4056.535738,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,289.7742003
American University,39.78699108,10.47172629,51.92343588,100,20.07750481,100,52.33999021,82.88828331,13.46015804,64.87793773,320.401867,100,526.417599,404.0436691,247.4199301,100,100,285.0854177,142.0997151,565.992718,375.2189152,423.3474692,100,755.1537345,1364.126848,630.9756628,185.0212173,1640.377197,100,140.9119884,146.1702467,100,290.2684445
Neumann College,100,100,100,100,100,100,100,100,213.6684333,100,100,100,100,100,100,100,100,1716.46556,4467.981798,100,100,100,100,100,100,100,100,100,100,100,100,100,290.5661185
Simmons College of Kentucky,100,37.64213194,100,100,100,100,1847.449282,3402.992383,100,1224.737807,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,291.0256751
The KingΓÇÖs College,100,53.32321167,38.73461956,100,100,100,3092.210679,3345.211065,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,291.5462367
Maine College of Art,1067.27896,79.56119959,64.95081174,100,100,100,1362.887098,601.7017812,27.56672899,314.6325027,100,100,100,100,100,100,100,638.7436707,100,100,2817.29533,100,100,100,100,100,100,100,100,100,202.2402048,100,293.0268215
ITT Technical Institute-Pensacola,100,100,100,100,100,100,100,4277.975633,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2116.723906,100,100,293.5843606
Georgetown University,90.71382937,66.52385586,11.11797856,100,19.94997665,100,35.9918167,16.26522844,69.58048437,42.60492956,44.00594937,100,588.3275443,84.61972841,1172.520162,100,100,199.7270581,11.32438242,387.875961,317.7485045,1050.141627,100,412.5473117,84.92288067,837.0891415,108.7935747,2874.816001,100,25.60370892,51.47982199,100,293.884108
Kutztown University of Pennsylvania,10.88946389,20.80690252,9.799753625,100,149.3376637,100,45.95544181,55.55970368,59.60461133,84.24425437,100,100,100,100,100,100,100,100,100,100,100,100,100,920.0849355,1274.009679,965.7251893,177.0309202,100,3832.198752,100,5.278403743,100,294.0789273
University of Rhode Island,39.96164512,41.1037175,97.40129347,100,69.15951027,371.7414907,35.37662586,44.64671853,56.50004266,76.97356021,3.642397118,100,100,100,100,100,100,664.5720207,228.268931,100,636.412528,4360.46635,100,321.6450492,525.890188,324.7776276,231.2576401,100,100,17.71476156,80.92638488,100,294.6387026
SUNY at Purchase College,2.306234215,342.4801621,13.30802287,100,379.5279829,100,87.75657281,64.76323563,381.7244656,91.67150024,518.5308648,100,221.8420766,100,970.9886053,100,100,48.38746233,100,100,485.9814007,100,100,798.6961906,366.9088254,2716.715945,339.3162993,100,100,194.3867313,173.1921294,100,296.8276471
Saint Peter's University,177.7499899,42.66757402,48.33265906,100,27.5630895,1678.699935,39.23556945,267.3285242,36.86355147,42.07093197,100,100,100,100,100,100,100,743.7512023,1314.556642,100,1010.656528,100,100,127.115921,100,100,732.6706534,100,100,64.85603468,187.668044,1578.959752,300.6483313
Macalester College,26.92279012,628.2462053,301.7000574,100,1441.772486,100,37.3755261,1.157801448,8.956368813,6.551325925,100,100,100,100,100,100,100,732.479558,1993.48944,100,100,100,100,572.2456608,1064.19555,953.4845323,100,100,100,100,100,100,302.1430407
Alderson Broaddus College,1598.253052,16.12350211,3.670829487,100,349.9780113,100,100,606.7722382,2.790815108,100,100,100,100,100,100,100,100,892.1090538,100,100,3817.834053,100,100,100,100,100,100,100,100,100,100,100,302.7353611
Won Institute of Graduate Studies,100,100,77.49622392,100,100,100,6631.400779,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,303.4030313
Northwestern Oklahoma State University,29.71387446,71.24678704,34.62878086,100,91.48814272,100,100,83.29072633,2.794152513,100,100,100,1120.940102,2847.269344,100,100,100,100,100,100,100,100,100,13.64312895,195.2108867,100,100,100,100,11.16478947,100,3260.437944,305.0571456
Baptist Theological Seminary at Richmond,100,100,100,100,100,100,5912.513317,100,57.29101535,922.4918027,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,306.0092542
